,index,variable,value,iter
0,co2,Factor 0,0.01836794362781456,45
1,co,Factor 0,0.999677431595875,45
2,no2,Factor 0,0.022094734669881645,45
3,o3,Factor 0,0.054802703457417244,45
4,pm1,Factor 0,0.020782198727438844,45
5,pm25,Factor 0,0.01662729186375527,45
6,pm10,Factor 0,0.01628501601218696,45
7,co2,Factor 1,0.8879931979283645,45
8,co,Factor 1,0.00025868858002608746,45
9,no2,Factor 1,0.21716116814412317,45
10,o3,Factor 1,0.5785625654856177,45
11,pm1,Factor 1,0.6698122005827096,45
12,pm25,Factor 1,0.6627962372846741,45
13,pm10,Factor 1,0.6546536107015953,45
14,co2,Factor 2,0.09365208800308619,45
15,co,Factor 2,6.344639760178026e-05,45
16,no2,Factor 2,0.7614940361382675,45
17,o3,Factor 2,0.2697395563811274,45
18,pm1,Factor 2,0.2543150096206993,45
19,pm25,Factor 2,0.25411488834106044,45
20,pm10,Factor 2,0.2654658695392297,45
21,co2,Residual,-1.3229559265193203e-05,45
22,co,Residual,4.334264971372903e-07,45
23,no2,Residual,-0.0007499389522722666,45
24,o3,Residual,0.09689517467583775,45
25,pm1,Residual,0.05509059106915226,45
26,pm25,Residual,0.06646158251051026,45
27,pm10,Residual,0.06359550374698808,45
0,co2,Factor 0,0.019185948940614404,46
1,co,Factor 0,0.9997256694207914,46
2,no2,Factor 0,0.020979068940967637,46
3,o3,Factor 0,0.053511292492217,46
4,pm1,Factor 0,0.028926859064848875,46
5,pm25,Factor 0,0.027883671201532626,46
6,pm10,Factor 0,0.027931848635518154,46
7,co2,Factor 1,0.8947368674862888,46
8,co,Factor 1,0.00022739826900227282,46
9,no2,Factor 1,0.2229503081797355,46
10,o3,Factor 1,0.6067471050714323,46
11,pm1,Factor 1,0.7069194834333565,46
12,pm25,Factor 1,0.7078962342238241,46
13,pm10,Factor 1,0.712820166508324,46
14,co2,Factor 2,0.08609116124781792,46
15,co,Factor 2,4.6484322435048493e-05,46
16,no2,Factor 2,0.75678614020853,46
17,o3,Factor 2,0.24429139283538504,46
18,pm1,Factor 2,0.20651618930745624,46
19,pm25,Factor 2,0.1990932131741376,46
20,pm10,Factor 2,0.20040159604543417,46
21,co2,Residual,-1.3977674721221689e-05,46
22,co,Residual,4.4798777121268785e-07,46
23,no2,Residual,-0.0007155173292330286,46
24,o3,Residual,0.09545020960096573,46
25,pm1,Residual,0.05763746819433835,46
26,pm25,Residual,0.0651268814005056,46
27,pm10,Residual,0.05884638881072368,46
0,co2,Factor 0,0.020016608359015337,47
1,co,Factor 0,0.9997753365119898,47
2,no2,Factor 0,0.022510802272573134,47
3,o3,Factor 0,0.0532525669427098,47
4,pm1,Factor 0,0.021671868275447075,47
5,pm25,Factor 0,0.017573886347532097,47
6,pm10,Factor 0,0.016776158020939038,47
7,co2,Factor 1,0.904086102460466,47
8,co,Factor 1,0.0001875729854386718,47
9,no2,Factor 1,0.22546178025895683,47
10,o3,Factor 1,0.6065379031990914,47
11,pm1,Factor 1,0.7176845930855665,47
12,pm25,Factor 1,0.7082301041913232,47
13,pm10,Factor 1,0.6827875959003711,47
14,co2,Factor 2,0.07591077277329562,47
15,co,Factor 2,3.6680004710152395e-05,47
16,no2,Factor 2,0.7527738362173021,47
17,o3,Factor 2,0.2504444347785668,47
18,pm1,Factor 2,0.20569686621635078,47
19,pm25,Factor 2,0.21009375236910113,47
20,pm10,Factor 2,0.238141887389978,47
21,co2,Residual,-1.3483592776974973e-05,47
22,co,Residual,4.104978613694854e-07,47
23,no2,Residual,-0.0007464187488319673,47
24,o3,Residual,0.08976509507963204,47
25,pm1,Residual,0.05494667242263562,47
26,pm25,Residual,0.06410225709204365,47
27,pm10,Residual,0.062294358688711915,47
0,co2,Factor 0,0.019719725001972548,48
1,co,Factor 0,0.9997105564467036,48
2,no2,Factor 0,0.021738625504131276,48
3,o3,Factor 0,0.05632347863351562,48
4,pm1,Factor 0,0.02646382694714548,48
5,pm25,Factor 0,0.024679727745821695,48
6,pm10,Factor 0,0.026377873289171745,48
7,co2,Factor 1,0.8908191873274078,48
8,co,Factor 1,0.0002359395064352605,48
9,no2,Factor 1,0.2119345495842951,48
10,o3,Factor 1,0.5840225307339114,48
11,pm1,Factor 1,0.6911523267958568,48
12,pm25,Factor 1,0.6843996825427149,48
13,pm10,Factor 1,0.6879700697653451,48
14,co2,Factor 2,0.08947476309811658,48
15,co,Factor 2,5.3074317106800854e-05,48
16,no2,Factor 2,0.7670595199389456,48
17,o3,Factor 2,0.2671505909592257,48
18,pm1,Factor 2,0.2280487013103671,48
19,pm25,Factor 2,0.23010920687964104,48
20,pm10,Factor 2,0.2328104424759952,48
21,co2,Residual,-1.3675427496862014e-05,48
22,co,Residual,4.297297543365275e-07,48
23,no2,Residual,-0.0007326950273720545,48
24,o3,Residual,0.09250339967334731,48
25,pm1,Residual,0.05433514494663061,48
26,pm25,Residual,0.060811382831822414,48
27,pm10,Residual,0.052841614469487874,48
0,co2,Factor 0,0.018894678882866126,49
1,co,Factor 0,0.9997572574869461,49
2,no2,Factor 0,0.022182876564127235,49
3,o3,Factor 0,0.05114660144534575,49
4,pm1,Factor 0,0.020933674915897763,49
5,pm25,Factor 0,0.016690196238641725,49
6,pm10,Factor 0,0.015837517991348544,49
7,co2,Factor 1,0.9082875482342445,49
8,co,Factor 1,0.00020253941162168553,49
9,no2,Factor 1,0.21750521602667713,49
10,o3,Factor 1,0.6117411410729323,49
11,pm1,Factor 1,0.7219251423595823,49
12,pm25,Factor 1,0.7060668411326027,49
13,pm10,Factor 1,0.6803402413285132,49
14,co2,Factor 2,0.07283134811992145,49
15,co,Factor 2,3.978712864054266e-05,49
16,no2,Factor 2,0.7610885191712021,49
17,o3,Factor 2,0.24278422616812884,49
18,pm1,Factor 2,0.2042472389358226,49
19,pm25,Factor 2,0.21553311730072694,49
20,pm10,Factor 2,0.24290230713268907,49
21,co2,Residual,-1.3575237032048548e-05,49
22,co,Residual,4.159727916563938e-07,49
23,no2,Residual,-0.0007766117620064961,49
24,o3,Residual,0.09432803131359302,49
25,pm1,Residual,0.05289394378869727,49
26,pm25,Residual,0.0617098453280287,49
27,pm10,Residual,0.06091993354744907,49
0,co2,Factor 0,0.01851664492627134,50
1,co,Factor 0,0.9996758227095401,50
2,no2,Factor 0,0.020691647086876142,50
3,o3,Factor 0,0.059638457945951136,50
4,pm1,Factor 0,0.024498223030414264,50
5,pm25,Factor 0,0.02171362631071428,50
6,pm10,Factor 0,0.02126857102164699,50
7,co2,Factor 1,0.8882788542294734,50
8,co,Factor 1,0.00026225893006076524,50
9,no2,Factor 1,0.2064394229095134,50
10,o3,Factor 1,0.5956937232778116,50
11,pm1,Factor 1,0.7121424634815283,50
12,pm25,Factor 1,0.7077100330917397,50
13,pm10,Factor 1,0.6855918936562995,50
14,co2,Factor 2,0.09321812439059252,50
15,co,Factor 2,6.146971301903492e-05,50
16,no2,Factor 2,0.7735518099603764,50
17,o3,Factor 2,0.25210721781999035,50
18,pm1,Factor 2,0.2062904232742083,50
19,pm25,Factor 2,0.20432824861665183,50
20,pm10,Factor 2,0.23099341675041035,50
21,co2,Residual,-1.3623546337271364e-05,50
22,co,Residual,4.486473801357249e-07,50
23,no2,Residual,-0.0006828799567659694,50
24,o3,Residual,0.09256060095624696,50
25,pm1,Residual,0.05706889021384909,50
26,pm25,Residual,0.0662480919808941,50
27,pm10,Residual,0.062146118571643205,50
0,co2,Factor 0,0.01444237048145305,51
1,co,Factor 0,0.999592615051542,51
2,no2,Factor 0,0.01828193403186086,51
3,o3,Factor 0,0.059496571099795593,51
4,pm1,Factor 0,0.021262229028792132,51
5,pm25,Factor 0,0.015974854138862057,51
6,pm10,Factor 0,0.022715916184412013,51
7,co2,Factor 1,0.8595706318473226,51
8,co,Factor 1,0.00031015394106371954,51
9,no2,Factor 1,0.23967560351723285,51
10,o3,Factor 1,0.5795715490727884,51
11,pm1,Factor 1,0.6802421148707419,51
12,pm25,Factor 1,0.6646528602959109,51
13,pm10,Factor 1,0.6452308660188993,51
14,co2,Factor 2,0.12600258411818288,51
15,co,Factor 2,9.672309447825503e-05,51
16,no2,Factor 2,0.7427517127562147,51
17,o3,Factor 2,0.2738587992358464,51
18,pm1,Factor 2,0.24342940173022823,51
19,pm25,Factor 2,0.2554048536175788,51
20,pm10,Factor 2,0.2691610093878967,51
21,co2,Residual,-1.5586446958426592e-05,51
22,co,Residual,5.079129160590057e-07,51
23,no2,Residual,-0.0007092503053083288,51
24,o3,Residual,0.0870730805915696,51
25,pm1,Residual,0.05506625437023771,51
26,pm25,Residual,0.06396743194764831,51
27,pm10,Residual,0.06289220840879195,51
0,co2,Factor 0,0.016930835971875995,52
1,co,Factor 0,0.9996693478836501,52
2,no2,Factor 0,0.022048585842655233,52
3,o3,Factor 0,0.051993547910926995,52
4,pm1,Factor 0,0.02549189637273562,52
5,pm25,Factor 0,0.02310298106098877,52
6,pm10,Factor 0,0.023817235239559285,52
7,co2,Factor 1,0.8869648787741075,52
8,co,Factor 1,0.0002611245405629705,52
9,no2,Factor 1,0.22002908767045318,52
10,o3,Factor 1,0.6047579739445985,52
11,pm1,Factor 1,0.7071072054724423,52
12,pm25,Factor 1,0.6934730507860547,52
13,pm10,Factor 1,0.6650041010682014,52
14,co2,Factor 2,0.09611763596636115,52
15,co,Factor 2,6.908130247037456e-05,52
16,no2,Factor 2,0.7585823450421034,52
17,o3,Factor 2,0.2532257506987562,52
18,pm1,Factor 2,0.21454043840578244,52
19,pm25,Factor 2,0.22261325420977032,52
20,pm10,Factor 2,0.24863917066159147,52
21,co2,Residual,-1.3350712344539772e-05,52
22,co,Residual,4.462733165233601e-07,52
23,no2,Residual,-0.0006600185552119164,52
24,o3,Residual,0.09002272744571826,52
25,pm1,Residual,0.052860459749039634,52
26,pm25,Residual,0.06081071394318627,52
27,pm10,Residual,0.06253949303064787,52
0,co2,Factor 0,0.02046510700777702,53
1,co,Factor 0,0.9997822969270158,53
2,no2,Factor 0,0.02375498400942277,53
3,o3,Factor 0,0.05388404461320247,53
4,pm1,Factor 0,0.02670006243377338,53
5,pm25,Factor 0,0.024017774413382872,53
6,pm10,Factor 0,0.022787158808818785,53
7,co2,Factor 1,0.910110255854283,53
8,co,Factor 1,0.00018612446404810002,53
9,no2,Factor 1,0.21985164085378264,53
10,o3,Factor 1,0.6196680926665298,53
11,pm1,Factor 1,0.7419768390943607,53
12,pm25,Factor 1,0.7289168272259247,53
13,pm10,Factor 1,0.6983739661224854,53
14,co2,Factor 2,0.06943806381373968,53
15,co,Factor 2,3.1181471732668565e-05,53
16,no2,Factor 2,0.7571445978972553,53
17,o3,Factor 2,0.23500777282117075,53
18,pm1,Factor 2,0.17805774101607896,53
19,pm25,Factor 2,0.18412289869299323,53
20,pm10,Factor 2,0.21627155150834299,53
21,co2,Residual,-1.3426675799621535e-05,53
22,co,Residual,3.971372034561327e-07,53
23,no2,Residual,-0.0007512227604606903,53
24,o3,Residual,0.09144008989909702,53
25,pm1,Residual,0.053265357455786866,53
26,pm25,Residual,0.06294249966769927,53
27,pm10,Residual,0.06256732356035288,53
0,co2,Factor 0,0.019792497927280727,54
1,co,Factor 0,0.9997963916023561,54
2,no2,Factor 0,0.022415241566628333,54
3,o3,Factor 0,0.05412008931413606,54
4,pm1,Factor 0,0.020865946069709325,54
5,pm25,Factor 0,0.01658178845183225,54
6,pm10,Factor 0,0.01592071776825475,54
7,co2,Factor 1,0.9164161867644185,54
8,co,Factor 1,0.00017336735303543602,54
9,no2,Factor 1,0.23699673821364195,54
10,o3,Factor 1,0.5960306545451345,54
11,pm1,Factor 1,0.7091612604528086,54
12,pm25,Factor 1,0.7003778048445125,54
13,pm10,Factor 1,0.6955752756471331,54
14,co2,Factor 2,0.06380473744120492,54
15,co,Factor 2,2.9838319370419733e-05,54
16,no2,Factor 2,0.7414190599778022,54
17,o3,Factor 2,0.2563909128394817,54
18,pm1,Factor 2,0.2155414375422068,54
19,pm25,Factor 2,0.22198288171469474,54
20,pm10,Factor 2,0.2291190290871319,54
21,co2,Residual,-1.3422132904228334e-05,54
22,co,Residual,4.0272523804674165e-07,54
23,no2,Residual,-0.0008310397580726381,54
24,o3,Residual,0.0934583433012478,54
25,pm1,Residual,0.05443135593527526,54
26,pm25,Residual,0.061057524988960554,54
27,pm10,Residual,0.059384977497480285,54
0,co2,Factor 0,0.0190910836225922,55
1,co,Factor 0,0.9997626029293962,55
2,no2,Factor 0,0.021935677365365048,55
3,o3,Factor 0,0.05178789447259671,55
4,pm1,Factor 0,0.023307424956244802,55
5,pm25,Factor 0,0.020436393251550406,55
6,pm10,Factor 0,0.019187801320917824,55
7,co2,Factor 1,0.9053010142519474,55
8,co,Factor 1,0.00019809410993198645,55
9,no2,Factor 1,0.21548205084209116,55
10,o3,Factor 1,0.5973052745591758,55
11,pm1,Factor 1,0.7169408928683162,55
12,pm25,Factor 1,0.7061216454714591,55
13,pm10,Factor 1,0.67355140162236,55
14,co2,Factor 2,0.07562122089919553,55
15,co,Factor 2,3.888777590596113e-05,55
16,no2,Factor 2,0.7633459733631399,55
17,o3,Factor 2,0.2584354126568134,55
18,pm1,Factor 2,0.20910214734954663,55
19,pm25,Factor 2,0.21649579733288402,55
20,pm10,Factor 2,0.252061406190259,55
21,co2,Residual,-1.3318773735004896e-05,55
22,co,Residual,4.151847657896113e-07,55
23,no2,Residual,-0.0007637015705961314,55
24,o3,Residual,0.09247141831141414,55
25,pm1,Residual,0.050649534825892406,55
26,pm25,Residual,0.056946163944106454,55
27,pm10,Residual,0.055199390866463194,55
0,co2,Factor 0,0.019818988350387798,56
1,co,Factor 0,0.9997715132708591,56
2,no2,Factor 0,0.02263679164426192,56
3,o3,Factor 0,0.048790207302308486,56
4,pm1,Factor 0,0.023636252878352186,56
5,pm25,Factor 0,0.019854315261528883,56
6,pm10,Factor 0,0.02012708827398114,56
7,co2,Factor 1,0.9108358904645038,56
8,co,Factor 1,0.0001949267438726609,56
9,no2,Factor 1,0.22168116784348849,56
10,o3,Factor 1,0.6174729472468323,56
11,pm1,Factor 1,0.7057174024881505,56
12,pm25,Factor 1,0.6917464956152846,56
13,pm10,Factor 1,0.6858317514308023,56
14,co2,Factor 2,0.06935849480264314,56
15,co,Factor 2,3.3152805984623725e-05,56
16,no2,Factor 2,0.7564654780911082,56
17,o3,Factor 2,0.2395104962142708,56
18,pm1,Factor 2,0.21468197351014798,56
19,pm25,Factor 2,0.2245423436211557,56
20,pm10,Factor 2,0.2310953745420373,56
21,co2,Residual,-1.3373617534728766e-05,56
22,co,Residual,4.0717928362354883e-07,56
23,no2,Residual,-0.0007834375788586811,56
24,o3,Residual,0.09422634923658835,56
25,pm1,Residual,0.0559643711233494,56
26,pm25,Residual,0.06385684550203086,56
27,pm10,Residual,0.06294578575317922,56
0,co2,Factor 0,0.02201329200588714,57
1,co,Factor 0,0.9997683785878713,57
2,no2,Factor 0,0.023390797469715962,57
3,o3,Factor 0,0.06115407268043955,57
4,pm1,Factor 0,0.02571538021727755,57
5,pm25,Factor 0,0.02189730180045655,57
6,pm10,Factor 0,0.018747651355648615,57
7,co2,Factor 1,0.9034686759438969,57
8,co,Factor 1,0.00019376402519054748,57
9,no2,Factor 1,0.22614416837407267,57
10,o3,Factor 1,0.5960987481066614,57
11,pm1,Factor 1,0.7220848450743534,57
12,pm25,Factor 1,0.6993047958515666,57
13,pm10,Factor 1,0.6503640039164879,57
14,co2,Factor 2,0.07453120387764678,57
15,co,Factor 2,3.7465887393211614e-05,57
16,no2,Factor 2,0.7512298877010106,57
17,o3,Factor 2,0.2546932748217667,57
18,pm1,Factor 2,0.19752285438633504,57
19,pm25,Factor 2,0.21325011798660762,57
20,pm10,Factor 2,0.2634978154625133,57
21,co2,Residual,-1.3171827430769056e-05,57
22,co,Residual,3.9149954500494744e-07,57
23,no2,Residual,-0.000764853544799271,57
24,o3,Residual,0.08805390439113236,57
25,pm1,Residual,0.05467692032203386,57
26,pm25,Residual,0.06554778436136921,57
27,pm10,Residual,0.06739052926535027,57
0,co2,Factor 0,0.01691648394314582,58
1,co,Factor 0,0.9997020764887841,58
2,no2,Factor 0,0.02024479682215678,58
3,o3,Factor 0,0.05448426496846665,58
4,pm1,Factor 0,0.016049907535440572,58
5,pm25,Factor 0,0.010002695963507686,58
6,pm10,Factor 0,0.013679478452030332,58
7,co2,Factor 1,0.8886511312727147,58
8,co,Factor 1,0.00023900407621284055,58
9,no2,Factor 1,0.22714597056700914,58
10,o3,Factor 1,0.5745862758981778,58
11,pm1,Factor 1,0.7012201623669713,58
12,pm25,Factor 1,0.6826683281555751,58
13,pm10,Factor 1,0.6530678907052097,58
14,co2,Factor 2,0.09444572813253828,58
15,co,Factor 2,5.847337536492272e-05,58
16,no2,Factor 2,0.7533588523688063,58
17,o3,Factor 2,0.27985846527524866,58
18,pm1,Factor 2,0.226181222365977,58
19,pm25,Factor 2,0.2423498083438372,58
20,pm10,Factor 2,0.26942108731318776,58
21,co2,Residual,-1.3343348398864308e-05,58
22,co,Residual,4.4605963822608174e-07,58
23,no2,Residual,-0.0007496197579721642,58
24,o3,Residual,0.09107099385810691,58
25,pm1,Residual,0.056548707731611136,58
26,pm25,Residual,0.06497916753708,58
27,pm10,Residual,0.06383154352957221,58
0,co2,Factor 0,0.0192401598276834,59
1,co,Factor 0,0.999768507275888,59
2,no2,Factor 0,0.021413879188800368,59
3,o3,Factor 0,0.054622355502037305,59
4,pm1,Factor 0,0.02265388816839895,59
5,pm25,Factor 0,0.018286459428631066,59
6,pm10,Factor 0,0.016818884226774067,59
7,co2,Factor 1,0.9060454528944817,59
8,co,Factor 1,0.00019264059258169858,59
9,no2,Factor 1,0.22020463655665762,59
10,o3,Factor 1,0.6065451531089604,59
11,pm1,Factor 1,0.708908031385874,59
12,pm25,Factor 1,0.6906735959837257,59
13,pm10,Factor 1,0.65580272209088,59
14,co2,Factor 2,0.07472796771073131,59
15,co,Factor 2,3.843247727081377e-05,59
16,no2,Factor 2,0.7591331776403953,59
17,o3,Factor 2,0.24608559463339005,59
18,pm1,Factor 2,0.21449955389202693,59
19,pm25,Factor 2,0.22599855219794907,59
20,pm10,Factor 2,0.25814154131284334,59
21,co2,Residual,-1.3580432896453942e-05,59
22,co,Residual,4.196542594536723e-07,59
23,no2,Residual,-0.000751693385853347,59
24,o3,Residual,0.09274689675561221,59
25,pm1,Residual,0.05393852655370013,59
26,pm25,Residual,0.0650413923896942,59
27,pm10,Residual,0.06923685236950261,59
0,co2,Factor 0,0.0193634816515263,60
1,co,Factor 0,0.999780239793864,60
2,no2,Factor 0,0.02204242563168892,60
3,o3,Factor 0,0.04823405467190352,60
4,pm1,Factor 0,0.027557200757076364,60
5,pm25,Factor 0,0.024571377305307174,60
6,pm10,Factor 0,0.021404932945707097,60
7,co2,Factor 1,0.9089378764742599,60
8,co,Factor 1,0.00018453055347211086,60
9,no2,Factor 1,0.21595951227242333,60
10,o3,Factor 1,0.5987954942969482,60
11,pm1,Factor 1,0.6830053545729496,60
12,pm25,Factor 1,0.654820230800694,60
13,pm10,Factor 1,0.6070864471362407,60
14,co2,Factor 2,0.07171209334068122,60
15,co,Factor 2,3.4817824003532225e-05,60
16,no2,Factor 2,0.7628107941390176,60
17,o3,Factor 2,0.26078030722538625,60
18,pm1,Factor 2,0.23288515929973458,60
19,pm25,Factor 2,0.25259757869323235,60
20,pm10,Factor 2,0.29552260659813956,60
21,co2,Residual,-1.3451466467584439e-05,60
22,co,Residual,4.118286603960186e-07,60
23,no2,Residual,-0.0008127320431299268,60
24,o3,Residual,0.09219014380576196,60
25,pm1,Residual,0.056552285370239375,60
26,pm25,Residual,0.0680108132007664,60
27,pm10,Residual,0.07598601331991262,60
0,co2,Factor 0,0.018927327615144294,61
1,co,Factor 0,0.9997325523078776,61
2,no2,Factor 0,0.021514242497187055,61
3,o3,Factor 0,0.05685026292809308,61
4,pm1,Factor 0,0.018658476313680457,61
5,pm25,Factor 0,0.01459454591668375,61
6,pm10,Factor 0,0.018591835946787212,61
7,co2,Factor 1,0.8965107967639656,61
8,co,Factor 1,0.00021921259834788035,61
9,no2,Factor 1,0.21126774673366633,61
10,o3,Factor 1,0.5915727764903969,61
11,pm1,Factor 1,0.7071641592855951,61
12,pm25,Factor 1,0.7054889059721221,61
13,pm10,Factor 1,0.7018391957821386,61
14,co2,Factor 2,0.08457502430701232,61
15,co,Factor 2,4.781572957624682e-05,61
16,no2,Factor 2,0.767924952202827,61
17,o3,Factor 2,0.26336365225658276,61
18,pm1,Factor 2,0.22129422799407186,61
19,pm25,Factor 2,0.22012861545708604,61
20,pm10,Factor 2,0.22528940016304277,61
21,co2,Residual,-1.3148686122121944e-05,61
22,co,Residual,4.1936419825638893e-07,61
23,no2,Residual,-0.0007069414336804414,61
24,o3,Residual,0.08821330832492735,61
25,pm1,Residual,0.05288313640665265,61
26,pm25,Residual,0.05978793265410809,61
27,pm10,Residual,0.05427956810803136,61
0,co2,Factor 0,0.016530773004388672,62
1,co,Factor 0,0.9996234130037845,62
2,no2,Factor 0,0.02266288370466901,62
3,o3,Factor 0,0.052722222169696395,62
4,pm1,Factor 0,0.021763400621339666,62
5,pm25,Factor 0,0.017682191747795558,62
6,pm10,Factor 0,0.02371875349795211,62
7,co2,Factor 1,0.8791341469218285,62
8,co,Factor 1,0.0002925924932998819,62
9,no2,Factor 1,0.21803935258728427,62
10,o3,Factor 1,0.5876691955876409,62
11,pm1,Factor 1,0.6927525785581402,62
12,pm25,Factor 1,0.6813718770857697,62
13,pm10,Factor 1,0.6736006559047707,62
14,co2,Factor 2,0.10434840690181817,62
15,co,Factor 2,8.352392965510376e-05,62
16,no2,Factor 2,0.7599623718597748,62
17,o3,Factor 2,0.26834568084810123,62
18,pm1,Factor 2,0.2342110811965685,62
19,pm25,Factor 2,0.24304848556701783,62
20,pm10,Factor 2,0.24968932325553342,62
21,co2,Residual,-1.3326828035342686e-05,62
22,co,Residual,4.7057326046928694e-07,62
23,no2,Residual,-0.0006646081517280855,62
24,o3,Residual,0.09126290139456161,62
25,pm1,Residual,0.05127293962395163,62
26,pm25,Residual,0.0578974455994169,62
27,pm10,Residual,0.05299126734174375,62
0,co2,Factor 0,0.020425546556270196,63
1,co,Factor 0,0.9997540980426505,63
2,no2,Factor 0,0.02156830119629002,63
3,o3,Factor 0,0.05674159594913539,63
4,pm1,Factor 0,0.02264231223072527,63
5,pm25,Factor 0,0.019936585307410527,63
6,pm10,Factor 0,0.020598585382399386,63
7,co2,Factor 1,0.9082149102751198,63
8,co,Factor 1,0.00020706242239923792,63
9,no2,Factor 1,0.21488895246075476,63
10,o3,Factor 1,0.6127469848042402,63
11,pm1,Factor 1,0.6671019163259878,63
12,pm25,Factor 1,0.6522255398429058,63
13,pm10,Factor 1,0.6240207003528958,63
14,co2,Factor 2,0.07137263506763321,63
15,co,Factor 2,3.845502417334671e-05,63
16,no2,Factor 2,0.7643040445733682,63
17,o3,Factor 2,0.23683976105170731,63
18,pm1,Factor 2,0.2502422522933645,63
19,pm25,Factor 2,0.2575255744284069,63
20,pm10,Factor 2,0.2874894309246045,63
21,co2,Residual,-1.3091899023098819e-05,63
22,co,Residual,3.845107769961942e-07,63
23,no2,Residual,-0.0007612982304130433,63
24,o3,Residual,0.09367165819491707,63
25,pm1,Residual,0.06001351914992248,63
26,pm25,Residual,0.0703123004212769,63
27,pm10,Residual,0.06789128334010042,63
0,co2,Factor 0,0.020600405479517952,64
1,co,Factor 0,0.9997519640861154,64
2,no2,Factor 0,0.022614577925549505,64
3,o3,Factor 0,0.05703795190314152,64
4,pm1,Factor 0,0.01946669038342977,64
5,pm25,Factor 0,0.014486932848928125,64
6,pm10,Factor 0,0.014132030936584309,64
7,co2,Factor 1,0.9046624751167017,64
8,co,Factor 1,0.00020732059031787644,64
9,no2,Factor 1,0.21255008623538613,64
10,o3,Factor 1,0.6016525230027067,64
11,pm1,Factor 1,0.6955737389960909,64
12,pm25,Factor 1,0.6774302001773126,64
13,pm10,Factor 1,0.6370786438776461,64
14,co2,Factor 2,0.07475039359341569,64
15,co,Factor 2,4.032699725686145e-05,64
16,no2,Factor 2,0.7656029862856334,64
17,o3,Factor 2,0.24715681457699148,64
18,pm1,Factor 2,0.22762815828573593,64
19,pm25,Factor 2,0.237562560395398,64
20,pm10,Factor 2,0.2727499909343498,64
21,co2,Residual,-1.3274189635259503e-05,64
22,co,Residual,3.883263097748113e-07,64
23,no2,Residual,-0.0007676504465690126,64
24,o3,Residual,0.09415271051716034,64
25,pm1,Residual,0.05733141233474348,64
26,pm25,Residual,0.07052030657836128,64
27,pm10,Residual,0.07603933425141973,64
0,co2,Factor 0,0.017317307412242692,65
1,co,Factor 0,0.999702680546575,65
2,no2,Factor 0,0.019583846946849566,65
3,o3,Factor 0,0.04873353905746063,65
4,pm1,Factor 0,0.018163244231061464,65
5,pm25,Factor 0,0.013784716195056194,65
6,pm10,Factor 0,0.012668501066764988,65
7,co2,Factor 1,0.8918077692688051,65
8,co,Factor 1,0.00023784055567446064,65
9,no2,Factor 1,0.22668698961823722,65
10,o3,Factor 1,0.6041507916683935,65
11,pm1,Factor 1,0.6971099839434073,65
12,pm25,Factor 1,0.6826646097321145,65
13,pm10,Factor 1,0.655417052988289,65
14,co2,Factor 2,0.09088830820899538,65
15,co,Factor 2,5.903812303627991e-05,65
16,no2,Factor 2,0.7544380922653178,65
17,o3,Factor 2,0.2548390523118721,65
18,pm1,Factor 2,0.22926362824714594,65
19,pm25,Factor 2,0.2354448325036231,65
20,pm10,Factor 2,0.2626793892771961,65
21,co2,Residual,-1.3384890043210973e-05,65
22,co,Residual,4.407747142831653e-07,65
23,no2,Residual,-0.0007089288304045205,65
24,o3,Residual,0.09227661696227385,65
25,pm1,Residual,0.05546314357838533,65
26,pm25,Residual,0.06810584156920618,65
27,pm10,Residual,0.06923505666774998,65
0,co2,Factor 0,0.020300587783191597,66
1,co,Factor 0,0.9997500345884859,66
2,no2,Factor 0,0.022005619912428716,66
3,o3,Factor 0,0.0537643535169463,66
4,pm1,Factor 0,0.024240176339228522,66
5,pm25,Factor 0,0.020197463090075658,66
6,pm10,Factor 0,0.01880478897533648,66
7,co2,Factor 1,0.9000463477604157,66
8,co,Factor 1,0.00020603733297954837,66
9,no2,Factor 1,0.22181550427078014,66
10,o3,Factor 1,0.6162649790957757,66
11,pm1,Factor 1,0.7224623516589086,66
12,pm25,Factor 1,0.705803647695197,66
13,pm10,Factor 1,0.6621654515127183,66
14,co2,Factor 2,0.07966717007012764,66
15,co,Factor 2,4.3503130138582514e-05,66
16,no2,Factor 2,0.7569036578339358,66
17,o3,Factor 2,0.2371720222323551,66
18,pm1,Factor 2,0.19686711700237405,66
19,pm25,Factor 2,0.20688648206144714,66
20,pm10,Factor 2,0.2497077752528297,66
21,co2,Residual,-1.4105613734827216e-05,66
22,co,Residual,4.249483960272471e-07,66
23,no2,Residual,-0.0007247820171445429,66
24,o3,Residual,0.09279864515492287,66
25,pm1,Residual,0.056430354999488896,66
26,pm25,Residual,0.06711240715328026,66
27,pm10,Residual,0.06932198425911551,66
0,co2,Factor 0,0.018761860301846334,67
1,co,Factor 0,0.9997242797509471,67
2,no2,Factor 0,0.021535174964718535,67
3,o3,Factor 0,0.05535917164942218,67
4,pm1,Factor 0,0.02345059831692276,67
5,pm25,Factor 0,0.01958302689658586,67
6,pm10,Factor 0,0.01810668931425148,67
7,co2,Factor 1,0.8948960793927125,67
8,co,Factor 1,0.0002237507853390552,67
9,no2,Factor 1,0.22675410190933795,67
10,o3,Factor 1,0.5839180503446669,67
11,pm1,Factor 1,0.710746309796128,67
12,pm25,Factor 1,0.6935125397991024,67
13,pm10,Factor 1,0.6515991087266224,67
14,co2,Factor 2,0.08635524488214895,67
