,index,variable,value,iter
13,pm10,Factor 1,0.6527002927920382,22
14,co2,Factor 2,0.11991791741254021,22
15,co,Factor 2,9.63847918082603e-05,22
16,no2,Factor 2,0.7436442334165225,22
17,o3,Factor 2,0.26008990213785976,22
18,pm1,Factor 2,0.2504724195888047,22
19,pm25,Factor 2,0.25655621940577245,22
20,pm10,Factor 2,0.26488107834108804,22
21,co2,Residual,-1.600744557039846e-05,22
22,co,Residual,5.066354441529697e-07,22
23,no2,Residual,-0.0007590069780643027,22
24,o3,Residual,0.09502969262713012,22
25,pm1,Residual,0.05574069147757954,22
26,pm25,Residual,0.06548792965611716,22
27,pm10,Residual,0.06235630257057889,22
0,co2,Factor 0,0.019136174139476412,23
1,co,Factor 0,0.9997720333386911,23
2,no2,Factor 0,0.021370044187094945,23
3,o3,Factor 0,0.05371688666639239,23
4,pm1,Factor 0,0.02407833584802693,23
5,pm25,Factor 0,0.021011506056119764,23
6,pm10,Factor 0,0.022711972409803192,23
7,co2,Factor 1,0.90553907591517,23
8,co,Factor 1,0.0001887387804015248,23
9,no2,Factor 1,0.22786392155158333,23
10,o3,Factor 1,0.6284006614906712,23
11,pm1,Factor 1,0.7504230946883332,23
12,pm25,Factor 1,0.7438507812801629,23
13,pm10,Factor 1,0.7303155224694733,23
14,co2,Factor 2,0.07533862349179507,23
15,co,Factor 2,3.881458739068516e-05,23
16,no2,Factor 2,0.7514740731189463,23
17,o3,Factor 2,0.22956172192947938,23
18,pm1,Factor 2,0.17633536929959204,23
19,pm25,Factor 2,0.17667168309229275,23
20,pm10,Factor 2,0.19449395411552747,23
21,co2,Residual,-1.3873546441445228e-05,23
22,co,Residual,4.132935167433516e-07,23
23,no2,Residual,-0.0007080388576246044,23
24,o3,Residual,0.08832072991345696,23
25,pm1,Residual,0.04916320016404785,23
26,pm25,Residual,0.05846602957142455,23
27,pm10,Residual,0.05247855100519605,23
0,co2,Factor 0,0.011000451421399972,24
1,co,Factor 0,0.999568844465164,24
2,no2,Factor 0,0.018610178075559227,24
3,o3,Factor 0,0.05493531896668659,24
4,pm1,Factor 0,0.027352538052642917,24
5,pm25,Factor 0,0.02703125491101996,24
6,pm10,Factor 0,0.03512517799833987,24
7,co2,Factor 1,0.8488347173201777,24
8,co,Factor 1,0.00032172128914325195,24
9,no2,Factor 1,0.2375242694872183,24
10,o3,Factor 1,0.5884046735394028,24
11,pm1,Factor 1,0.6851881266921943,24
12,pm25,Factor 1,0.6823741981923439,24
13,pm10,Factor 1,0.6786649592588638,24
14,co2,Factor 2,0.14018352441321408,24
15,co,Factor 2,0.00010889270972886896,24
16,no2,Factor 2,0.7445809918502339,24
17,o3,Factor 2,0.26635622054187136,24
18,pm1,Factor 2,0.23325990936461546,24
19,pm25,Factor 2,0.22985110323681326,24
20,pm10,Factor 2,0.23179716850502835,24
21,co2,Residual,-1.8693154791638023e-05,24
22,co,Residual,5.415359638494266e-07,24
23,no2,Residual,-0.0007154394130113317,24
24,o3,Residual,0.09030378695203922,24
25,pm1,Residual,0.05419942589054727,24
26,pm25,Residual,0.06074344365982287,24
27,pm10,Residual,0.054412694237767845,24
0,co2,Factor 0,0.01782425879831118,25
1,co,Factor 0,0.9996972820267014,25
2,no2,Factor 0,0.021752328287870625,25
3,o3,Factor 0,0.052832500017462564,25
4,pm1,Factor 0,0.023830191074059683,25
5,pm25,Factor 0,0.020285080396954515,25
6,pm10,Factor 0,0.01785408322714631,25
7,co2,Factor 1,0.8940797563716143,25
8,co,Factor 1,0.00024462953445628376,25
9,no2,Factor 1,0.2207544324974938,25
10,o3,Factor 1,0.5960312299407703,25
11,pm1,Factor 1,0.6945828081585195,25
12,pm25,Factor 1,0.671475135466651,25
13,pm10,Factor 1,0.6342220734900629,25
14,co2,Factor 2,0.08810952436617442,25
15,co,Factor 2,5.764534178844565e-05,25
16,no2,Factor 2,0.7582261126333615,25
17,o3,Factor 2,0.25902356109919483,25
18,pm1,Factor 2,0.22609173158029267,25
19,pm25,Factor 2,0.2427137012067293,25
20,pm10,Factor 2,0.28011933152115154,25
21,co2,Residual,-1.3539536099838045e-05,25
22,co,Residual,4.4309705393708043e-07,25
23,no2,Residual,-0.0007328734187259656,25
24,o3,Residual,0.0921127089425724,25
25,pm1,Residual,0.055495269187128216,25
26,pm25,Residual,0.06552608292966511,25
27,pm10,Residual,0.06780451176163926,25
0,co2,Factor 0,0.020248464226580897,26
1,co,Factor 0,0.9997828199737179,26
2,no2,Factor 0,0.022737843669789804,26
3,o3,Factor 0,0.05354715434331659,26
4,pm1,Factor 0,0.0241143694577143,26
5,pm25,Factor 0,0.021255099686487533,26
6,pm10,Factor 0,0.020146904946193676,26
7,co2,Factor 1,0.9137327177309772,26
8,co,Factor 1,0.0001855156488777438,26
9,no2,Factor 1,0.22781241303698807,26
10,o3,Factor 1,0.6152654894942486,26
11,pm1,Factor 1,0.7289037637467884,26
12,pm25,Factor 1,0.722167704569168,26
13,pm10,Factor 1,0.7146255575468551,26
14,co2,Factor 2,0.06603208272385468,26
15,co,Factor 2,3.127292430802341e-05,26
16,no2,Factor 2,0.7502220497953765,26
17,o3,Factor 2,0.23841397465990646,26
18,pm1,Factor 2,0.1897769874651459,26
19,pm25,Factor 2,0.18961952341588187,26
20,pm10,Factor 2,0.20467743115156242,26
21,co2,Residual,-1.3264681412827883e-05,26
22,co,Residual,3.914530963822216e-07,26
23,no2,Residual,-0.0007723065021543185,26
24,o3,Residual,0.09277338150252834,26
25,pm1,Residual,0.057204879330351344,26
26,pm25,Residual,0.06695767232846261,26
27,pm10,Residual,0.06055010635538882,26
0,co2,Factor 0,0.018629486689516445,27
1,co,Factor 0,0.999719478720598,27
2,no2,Factor 0,0.02231997608449956,27
3,o3,Factor 0,0.05239672624207784,27
4,pm1,Factor 0,0.02457292927953231,27
5,pm25,Factor 0,0.021593975715579212,27
6,pm10,Factor 0,0.021878108108458284,27
7,co2,Factor 1,0.8963984287621339,27
8,co,Factor 1,0.00022906169815660148,27
9,no2,Factor 1,0.21875383194863196,27
10,o3,Factor 1,0.5930705933691567,27
11,pm1,Factor 1,0.6927081034492336,27
12,pm25,Factor 1,0.6731613617700203,27
13,pm10,Factor 1,0.6403616739885799,27
14,co2,Factor 2,0.08498543402544519,27
15,co,Factor 2,5.103172257951649e-05,27
16,no2,Factor 2,0.7596686734553543,27
17,o3,Factor 2,0.25977403802611837,27
18,pm1,Factor 2,0.2264537490628731,27
19,pm25,Factor 2,0.23917305517811613,27
20,pm10,Factor 2,0.2718702213151953,27
21,co2,Residual,-1.3349477095525586e-05,27
22,co,Residual,4.2785866594119426e-07,27
23,no2,Residual,-0.0007424814884857689,27
24,o3,Residual,0.0947586423626472,27
25,pm1,Residual,0.056265218208360945,27
26,pm25,Residual,0.06607160733628437,27
27,pm10,Residual,0.06588999658776662,27
0,co2,Factor 0,0.019453313401818773,28
1,co,Factor 0,0.999759284104518,28
2,no2,Factor 0,0.02129816932517793,28
3,o3,Factor 0,0.05160822143751317,28
4,pm1,Factor 0,0.019842273969168045,28
5,pm25,Factor 0,0.01640026345954315,28
6,pm10,Factor 0,0.0171751995839956,28
7,co2,Factor 1,0.9057930019873968,28
8,co,Factor 1,0.00020026514063111735,28
9,no2,Factor 1,0.2184411313061411,28
10,o3,Factor 1,0.6041250656881497,28
11,pm1,Factor 1,0.71431883255674,28
12,pm25,Factor 1,0.7040814657091449,28
13,pm10,Factor 1,0.6806933882618122,28
14,co2,Factor 2,0.0747671524282079,28
15,co,Factor 2,4.003584284389259e-05,28
16,no2,Factor 2,0.7610212724253348,28
17,o3,Factor 2,0.25108991043649387,28
18,pm1,Factor 2,0.212469862978443,28
19,pm25,Factor 2,0.2192592033679421,28
20,pm10,Factor 2,0.24399995703316887,28
21,co2,Residual,-1.3467817423507e-05,28
22,co,Residual,4.149120070850998e-07,28
23,no2,Residual,-0.0007605730566537794,28
24,o3,Residual,0.09317680243784321,28
25,pm1,Residual,0.053369030495648895,28
26,pm25,Residual,0.06025906746336984,28
27,pm10,Residual,0.058131455121023246,28
0,co2,Factor 0,0.02052956638711657,29
1,co,Factor 0,0.9997386302901559,29
2,no2,Factor 0,0.021188522702788308,29
3,o3,Factor 0,0.05177079309998558,29
4,pm1,Factor 0,0.029225785955843395,29
5,pm25,Factor 0,0.026109047927589824,29
6,pm10,Factor 0,0.023561895839066,29
7,co2,Factor 1,0.8938135880787164,29
8,co,Factor 1,0.00021508945169190194,29
9,no2,Factor 1,0.21969677465839177,29
10,o3,Factor 1,0.5914489230974168,29
11,pm1,Factor 1,0.6959222461515174,29
12,pm25,Factor 1,0.6798337482505862,29
13,pm10,Factor 1,0.6558619688202129,29
14,co2,Factor 2,0.08567028328024148,29
15,co,Factor 2,4.585580742115865e-05,29
16,no2,Factor 2,0.759837862241143,29
17,o3,Factor 2,0.2682502279468042,29
18,pm1,Factor 2,0.22010362768992833,29
19,pm25,Factor 2,0.22891478279432764,29
20,pm10,Factor 2,0.2543275943052944,29
21,co2,Residual,-1.3437746074318468e-05,29
22,co,Residual,4.244507311179646e-07,29
23,no2,Residual,-0.0007231596023231646,29
24,o3,Residual,0.08853005585579343,29
25,pm1,Residual,0.05474834020271091,29
26,pm25,Residual,0.06514242102749634,29
27,pm10,Residual,0.06624854103542677,29
0,co2,Factor 0,0.01752123830340972,30
1,co,Factor 0,0.9996964118016829,30
2,no2,Factor 0,0.02181100560051448,30
3,o3,Factor 0,0.04478728573490132,30
4,pm1,Factor 0,0.0315355654241424,30
5,pm25,Factor 0,0.030530871999839813,30
6,pm10,Factor 0,0.02823251814449213,30
7,co2,Factor 1,0.8914779474888899,30
8,co,Factor 1,0.00024753528850501004,30
9,no2,Factor 1,0.2304551537138092,30
10,o3,Factor 1,0.5891138871874594,30
11,pm1,Factor 1,0.6809464717119985,30
12,pm25,Factor 1,0.6740359516758524,30
13,pm10,Factor 1,0.6763193962699198,30
14,co2,Factor 2,0.09101430818285063,30
15,co,Factor 2,5.559317498605971e-05,30
16,no2,Factor 2,0.7484727128742491,30
17,o3,Factor 2,0.2702565903116656,30
18,pm1,Factor 2,0.2293880069119251,30
19,pm25,Factor 2,0.22782119199427733,30
20,pm10,Factor 2,0.23117564322193346,30
21,co2,Residual,-1.3493975150158377e-05,30
22,co,Residual,4.5973482609706906e-07,30
23,no2,Residual,-0.0007388721885728256,30
24,o3,Residual,0.0958422367659737,30
25,pm1,Residual,0.05812995595193404,30
26,pm25,Residual,0.06761198433003046,30
27,pm10,Residual,0.0642724423636547,30
0,co2,Factor 0,0.019757251644429562,31
1,co,Factor 0,0.9997481837283649,31
2,no2,Factor 0,0.020284462768678603,31
3,o3,Factor 0,0.05417150791245082,31
4,pm1,Factor 0,0.01887774199802458,31
5,pm25,Factor 0,0.013679154662020595,31
6,pm10,Factor 0,0.016036673482829143,31
7,co2,Factor 1,0.901073673505697,31
8,co,Factor 1,0.0002106164088764582,31
9,no2,Factor 1,0.21506725218824677,31
10,o3,Factor 1,0.6090686901589458,31
11,pm1,Factor 1,0.7386192212543794,31
12,pm25,Factor 1,0.7349110539589124,31
13,pm10,Factor 1,0.7334815098786376,31
14,co2,Factor 2,0.07918298653988375,31
15,co,Factor 2,4.076426981090315e-05,31
16,no2,Factor 2,0.7653820171492706,31
17,o3,Factor 2,0.24309247533928474,31
18,pm1,Factor 2,0.18626355498301983,31
19,pm25,Factor 2,0.1855277057242063,31
20,pm10,Factor 2,0.18797312368201027,31
21,co2,Residual,-1.3911690010193212e-05,31
22,co,Residual,4.355929477117826e-07,31
23,no2,Residual,-0.0007337321061959834,31
24,o3,Residual,0.09366732658931864,31
25,pm1,Residual,0.05623948176457616,31
26,pm25,Residual,0.06588208565486064,31
27,pm10,Residual,0.06250869295652306,31
0,co2,Factor 0,0.019875800867529513,32
1,co,Factor 0,0.9997964117010405,32
2,no2,Factor 0,0.022107800668198695,32
3,o3,Factor 0,0.052676795016282175,32
4,pm1,Factor 0,0.0205756271436563,32
5,pm25,Factor 0,0.016817304437338622,32
6,pm10,Factor 0,0.019358202630895938,32
7,co2,Factor 1,0.9106474667976995,32
8,co,Factor 1,0.00017318874968637055,32
9,no2,Factor 1,0.23789459885177894,32
10,o3,Factor 1,0.6212137956794535,32
11,pm1,Factor 1,0.7313573283201359,32
12,pm25,Factor 1,0.722884938059336,32
13,pm10,Factor 1,0.7005297457015321,32
14,co2,Factor 2,0.06949014304575508,32
15,co,Factor 2,3.0003297044965506e-05,32
16,no2,Factor 2,0.7407189495948999,32
17,o3,Factor 2,0.23584090094498303,32
18,pm1,Factor 2,0.1921977470250235,32
19,pm25,Factor 2,0.19739582641275671,32
20,pm10,Factor 2,0.2230290751656859,32
21,co2,Residual,-1.3410710984151919e-05,32
22,co,Residual,3.962522281408809e-07,32
23,no2,Residual,-0.0007213491148774231,32
24,o3,Residual,0.09026850835928135,32
25,pm1,Residual,0.0558692975111843,32
26,pm25,Residual,0.06290193109056874,32
27,pm10,Residual,0.057082976501885985,32
0,co2,Factor 0,0.017600071464327113,33
1,co,Factor 0,0.999717985397553,33
2,no2,Factor 0,0.021516962468106787,33
3,o3,Factor 0,0.050589086871950406,33
4,pm1,Factor 0,0.022915242518695103,33
5,pm25,Factor 0,0.019252531645929088,33
6,pm10,Factor 0,0.020140461757167643,33
7,co2,Factor 1,0.8958790323907967,33
8,co,Factor 1,0.00022752934889625403,33
9,no2,Factor 1,0.22679774056021168,33
10,o3,Factor 1,0.5826591349743073,33
11,pm1,Factor 1,0.7024196876877441,33
12,pm25,Factor 1,0.6898403782633687,33
13,pm10,Factor 1,0.6789433259790494,33
14,co2,Factor 2,0.08653448583712098,33
15,co,Factor 2,5.404334736216936e-05,33
16,no2,Factor 2,0.7524414561444959,33
17,o3,Factor 2,0.27523567976046376,33
18,pm1,Factor 2,0.22171808300077162,33
19,pm25,Factor 2,0.23007598358108225,33
20,pm10,Factor 2,0.2465357921416925,33
21,co2,Residual,-1.3589692244853069e-05,33
22,co,Residual,4.419061886418163e-07,33
23,no2,Residual,-0.0007561591728142414,33
24,o3,Residual,0.09151609839327857,33
25,pm1,Residual,0.0529469867927892,33
26,pm25,Residual,0.06083110650961987,33
27,pm10,Residual,0.054380420122090434,33
0,co2,Factor 0,0.019303734211539223,34
1,co,Factor 0,0.9996691702705539,34
2,no2,Factor 0,0.022118018654547413,34
3,o3,Factor 0,0.059828448936191624,34
4,pm1,Factor 0,0.025438287055016977,34
5,pm25,Factor 0,0.023504242234530442,34
6,pm10,Factor 0,0.021233367822367455,34
7,co2,Factor 1,0.8826101621454786,34
8,co,Factor 1,0.00026338668528759355,34
9,no2,Factor 1,0.22028581827361005,34
10,o3,Factor 1,0.5909287027540916,34
11,pm1,Factor 1,0.6893674341920489,34
12,pm25,Factor 1,0.674087895516356,34
13,pm10,Factor 1,0.6238719818475849,34
14,co2,Factor 2,0.09809923474120481,34
15,co,Factor 2,6.701183887956434e-05,34
16,no2,Factor 2,0.7582962961173717,34
17,o3,Factor 2,0.25494539187219145,34
18,pm1,Factor 2,0.22917712926571854,34
19,pm25,Factor 2,0.23530102334496444,34
20,pm10,Factor 2,0.2870542711304494,34
21,co2,Residual,-1.3131098222540771e-05,34
22,co,Residual,4.3120527892792637e-07,34
23,no2,Residual,-0.0007001330455291832,34
24,o3,Residual,0.0942974564375253,34
25,pm1,Residual,0.05601714948721559,34
26,pm25,Residual,0.06710683890414915,34
27,pm10,Residual,0.06784037919959829,34
0,co2,Factor 0,0.018987922394414092,35
1,co,Factor 0,0.9996883994604546,35
2,no2,Factor 0,0.02125442670358857,35
3,o3,Factor 0,0.059960427310604913,35
4,pm1,Factor 0,0.027128784392025165,35
5,pm25,Factor 0,0.02427058702891881,35
6,pm10,Factor 0,0.02490511792499674,35
7,co2,Factor 1,0.8845657602941709,35
8,co,Factor 1,0.0002534742830225091,35
9,no2,Factor 1,0.2230061181716934,35
10,o3,Factor 1,0.5931527307738274,35
11,pm1,Factor 1,0.6829753008240695,35
12,pm25,Factor 1,0.6771913518305199,35
13,pm10,Factor 1,0.6549463854098106,35
14,co2,Factor 2,0.09645957128557313,35
15,co,Factor 2,5.7678011181262593e-05,35
16,no2,Factor 2,0.7563998866143447,35
17,o3,Factor 2,0.2571550804158403,35
18,pm1,Factor 2,0.23301083136799813,35
19,pm25,Factor 2,0.23431711895455343,35
20,pm10,Factor 2,0.25853990159552037,35
21,co2,Residual,-1.3253974157967363e-05,35
22,co,Residual,4.4824534162213325e-07,35
23,no2,Residual,-0.0006604314896265784,35
24,o3,Residual,0.0897317614997275,35
25,pm1,Residual,0.056885083415907145,35
26,pm25,Residual,0.06422094218600782,35
27,pm10,Residual,0.06160859506967231,35
0,co2,Factor 0,0.019057280043292893,36
1,co,Factor 0,0.9996524110834717,36
2,no2,Factor 0,0.02400484307898795,36
3,o3,Factor 0,0.053578202867194044,36
4,pm1,Factor 0,0.030970409969399815,36
5,pm25,Factor 0,0.02936342432502796,36
6,pm10,Factor 0,0.029300753401113124,36
7,co2,Factor 1,0.8801176536695082,36
8,co,Factor 1,0.00027896331584825783,36
9,no2,Factor 1,0.23438837890034384,36
10,o3,Factor 1,0.5839158392432303,36
11,pm1,Factor 1,0.7078104357460351,36
12,pm25,Factor 1,0.7044237142142324,36
13,pm10,Factor 1,0.7032052909172521,36
14,co2,Factor 2,0.10083887144111374,36
15,co,Factor 2,6.813701345013153e-05,36
16,no2,Factor 2,0.7423009036616429,36
17,o3,Factor 2,0.2672931922586644,36
18,pm1,Factor 2,0.2052902409717732,36
19,pm25,Factor 2,0.20196203311128774,36
20,pm10,Factor 2,0.20611694992534407,36
21,co2,Residual,-1.3805153914914214e-05,36
22,co,Residual,4.88587229896531e-07,36
23,no2,Residual,-0.0006941256409747076,36
24,o3,Residual,0.09521276563091119,36
25,pm1,Residual,0.05592891331279193,36
26,pm25,Residual,0.06425082834945184,36
27,pm10,Residual,0.06137700575629057,36
0,co2,Factor 0,0.020486381643539647,37
1,co,Factor 0,0.9997766969857315,37
2,no2,Factor 0,0.02242322673032242,37
3,o3,Factor 0,0.055400193149736564,37
4,pm1,Factor 0,0.022349724645655027,37
5,pm25,Factor 0,0.017731276430381353,37
6,pm10,Factor 0,0.01650007413368826,37
7,co2,Factor 1,0.9129448490614028,37
8,co,Factor 1,0.00019230321182352723,37
9,no2,Factor 1,0.22553827406250915,37
10,o3,Factor 1,0.6077643034064095,37
11,pm1,Factor 1,0.7212791207456989,37
12,pm25,Factor 1,0.7075595692886313,37
13,pm10,Factor 1,0.6713485145038499,37
14,co2,Factor 2,0.06658199315608708,37
15,co,Factor 2,3.060243124613614e-05,37
16,no2,Factor 2,0.7528251249819757,37
17,o3,Factor 2,0.2452492530151121,37
18,pm1,Factor 2,0.20293153281647053,37
19,pm25,Factor 2,0.21016796430839038,37
20,pm10,Factor 2,0.2441585275727064,37
21,co2,Residual,-1.3223861029532102e-05,37
22,co,Residual,3.97371198945784e-07,37
23,no2,Residual,-0.0007866257748072591,37
24,o3,Residual,0.0915862504287418,37
25,pm1,Residual,0.05343962179217554,37
26,pm25,Residual,0.06454118997259706,37
27,pm10,Residual,0.06799288378975543,37
0,co2,Factor 0,0.014621672136490306,38
1,co,Factor 0,0.9995813066346232,38
2,no2,Factor 0,0.01954779124429917,38
3,o3,Factor 0,0.05580695999890701,38
4,pm1,Factor 0,0.02271626256488625,38
5,pm25,Factor 0,0.01722968493685633,38
6,pm10,Factor 0,0.019317920658321205,38
7,co2,Factor 1,0.8621824018464388,38
8,co,Factor 1,0.0003189367859864058,38
9,no2,Factor 1,0.23808315113920706,38
10,o3,Factor 1,0.5681244503156814,38
11,pm1,Factor 1,0.6798055019467595,38
12,pm25,Factor 1,0.6610624865495257,38
13,pm10,Factor 1,0.620410177902225,38
14,co2,Factor 2,0.12321177643357922,38
15,co,Factor 2,9.923448331625727e-05,38
16,no2,Factor 2,0.7431307851673915,38
17,o3,Factor 2,0.2821232665517175,38
18,pm1,Factor 2,0.2393430139889277,38
19,pm25,Factor 2,0.252517552995148,38
20,pm10,Factor 2,0.28588336148015586,38
21,co2,Residual,-1.5850416508422782e-05,38
22,co,Residual,5.220960741514347e-07,38
23,no2,Residual,-0.0007617275508977617,38
24,o3,Residual,0.09394532313369408,38
25,pm1,Residual,0.058135221499426626,38
26,pm25,Residual,0.06919027551847001,38
27,pm10,Residual,0.07438853995929806,38
0,co2,Factor 0,0.018405011960017342,39
1,co,Factor 0,0.9997137376921534,39
2,no2,Factor 0,0.020752861304270266,39
3,o3,Factor 0,0.05455527690282348,39
4,pm1,Factor 0,0.021689793215693358,39
5,pm25,Factor 0,0.018394664798265643,39
6,pm10,Factor 0,0.018502844243728122,39
7,co2,Factor 1,0.8945116128128132,39
8,co,Factor 1,0.00023237592504689352,39
9,no2,Factor 1,0.21918591541635774,39
10,o3,Factor 1,0.5994159466819794,39
11,pm1,Factor 1,0.7005172319373426,39
12,pm25,Factor 1,0.6968408860208611,39
13,pm10,Factor 1,0.6841992050168435,39
14,co2,Factor 2,0.08709674665213155,39
15,co,Factor 2,5.345841488661889e-05,39
16,no2,Factor 2,0.7607710906977971,39
17,o3,Factor 2,0.25408828494378544,39
18,pm1,Factor 2,0.2252467271934228,39
19,pm25,Factor 2,0.22451530238707698,39
20,pm10,Factor 2,0.24230011344930247,39
21,co2,Residual,-1.3371424962160816e-05,39
22,co,Residual,4.279679131080627e-07,39
23,no2,Residual,-0.0007098674184251585,39
24,o3,Residual,0.0919404914714117,39
25,pm1,Residual,0.05254624765354121,39
26,pm25,Residual,0.06024914679379623,39
27,pm10,Residual,0.05499783729012586,39
0,co2,Factor 0,0.01904032640937843,40
1,co,Factor 0,0.9997455118076061,40
2,no2,Factor 0,0.022340539775907643,40
3,o3,Factor 0,0.057251141152348625,40
4,pm1,Factor 0,0.01902035225960844,40
5,pm25,Factor 0,0.014296635787924962,40
6,pm10,Factor 0,0.01202059178649729,40
7,co2,Factor 1,0.9033615774017841,40
8,co,Factor 1,0.00021098781060035224,40
9,no2,Factor 1,0.20950120744284692,40
10,o3,Factor 1,0.6001238663844152,40
11,pm1,Factor 1,0.7378062917682497,40
12,pm25,Factor 1,0.7225863328170347,40
13,pm10,Factor 1,0.6847628317747988,40
14,co2,Factor 2,0.07761164968165629,40
15,co,Factor 2,4.307705966686184e-05,40
16,no2,Factor 2,0.7689067951760262,40
17,o3,Factor 2,0.24777284070308406,40
18,pm1,Factor 2,0.1886882725833375,40
19,pm25,Factor 2,0.19780132847415663,40
20,pm10,Factor 2,0.23319429575831177,40
21,co2,Residual,-1.3553492818951796e-05,40
22,co,Residual,4.2332212668583225e-07,40
23,no2,Residual,-0.0007485423947808378,40
24,o3,Residual,0.09485215176015216,40
25,pm1,Residual,0.05448508338880431,40
26,pm25,Residual,0.06531570292088373,40
27,pm10,Residual,0.07002228068039218,40
0,co2,Factor 0,0.019973802266039703,41
1,co,Factor 0,0.9997768476629878,41
2,no2,Factor 0,0.02219848369044161,41
3,o3,Factor 0,0.04896268787707328,41
4,pm1,Factor 0,0.024633792018483248,41
5,pm25,Factor 0,0.021948716045242008,41
6,pm10,Factor 0,0.020321662382065023,41
7,co2,Factor 1,0.913623857974779,41
8,co,Factor 1,0.00019029216788297532,41
9,no2,Factor 1,0.22400830458709287,41
10,o3,Factor 1,0.6252731960581943,41
11,pm1,Factor 1,0.6929789503424285,41
12,pm25,Factor 1,0.6827611999369216,41
13,pm10,Factor 1,0.6785028020532914,41
14,co2,Factor 2,0.06641568808211197,41
15,co,Factor 2,3.246618867887561e-05,41
16,no2,Factor 2,0.7545814343028026,41
17,o3,Factor 2,0.23261098339018954,41
18,pm1,Factor 2,0.22842335775648162,41
19,pm25,Factor 2,0.23162532229827265,41
20,pm10,Factor 2,0.2393208317450013,41
21,co2,Residual,-1.3348322930761825e-05,41
22,co,Residual,3.9398045026395323e-07,41
23,no2,Residual,-0.0007882225803370613,41
24,o3,Residual,0.09315313267454295,41
25,pm1,Residual,0.053963899882606636,41
26,pm25,Residual,0.06366476171956381,41
27,pm10,Residual,0.06185470381964231,41
0,co2,Factor 0,0.019537303937017216,42
1,co,Factor 0,0.9997734673838785,42
2,no2,Factor 0,0.02158789952953342,42
3,o3,Factor 0,0.05150976784115049,42
4,pm1,Factor 0,0.019656802842421273,42
5,pm25,Factor 0,0.015592144007831108,42
6,pm10,Factor 0,0.017303538675987266,42
7,co2,Factor 1,0.9067683697363865,42
8,co,Factor 1,0.00018797777999947753,42
9,no2,Factor 1,0.22536502026013977,42
10,o3,Factor 1,0.6076363047575813,42
11,pm1,Factor 1,0.7285866072004538,42
12,pm25,Factor 1,0.7149276085747951,42
13,pm10,Factor 1,0.6833155608335301,42
14,co2,Factor 2,0.07370777241994973,42
15,co,Factor 2,3.8153285929306665e-05,42
16,no2,Factor 2,0.7538067213388812,42
17,o3,Factor 2,0.24650511568683295,42
18,pm1,Factor 2,0.1943807178800722,42
19,pm25,Factor 2,0.2043079682719463,42
20,pm10,Factor 2,0.23562605921519408,42
21,co2,Residual,-1.3446093353408628e-05,42
22,co,Residual,4.015501927634446e-07,42
23,no2,Residual,-0.0007596411285544225,42
24,o3,Residual,0.09434881171443521,42
25,pm1,Residual,0.05737587207705286,42
26,pm25,Residual,0.06517227914542745,42
27,pm10,Residual,0.06375484127528863,42
0,co2,Factor 0,0.01888672247136682,43
1,co,Factor 0,0.9997499859575179,43
2,no2,Factor 0,0.022604242379942262,43
3,o3,Factor 0,0.05210588807612819,43
4,pm1,Factor 0,0.02914119197398153,43
5,pm25,Factor 0,0.027455454463640918,43
6,pm10,Factor 0,0.028891705969216152,43
7,co2,Factor 1,0.901164671251719,43
8,co,Factor 1,0.00020954374357230496,43
9,no2,Factor 1,0.21482888551741203,43
10,o3,Factor 1,0.5949348627466154,43
11,pm1,Factor 1,0.7190893662545698,43
12,pm25,Factor 1,0.7107233030026605,43
13,pm10,Factor 1,0.7046232992236806,43
14,co2,Factor 2,0.07996203805703463,43
15,co,Factor 2,4.0038502441980354e-05,43
16,no2,Factor 2,0.7633026111452591,43
17,o3,Factor 2,0.2611922418605537,43
18,pm1,Factor 2,0.19942082816398002,43
19,pm25,Factor 2,0.20316453310654184,43
20,pm10,Factor 2,0.21413101811050045,43
21,co2,Residual,-1.3431780120365389e-05,43
22,co,Residual,4.3179646791458026e-07,43
23,no2,Residual,-0.0007357390426134813,43
24,o3,Residual,0.09176700731670273,43
25,pm1,Residual,0.052348613607468675,43
26,pm25,Residual,0.05865670942715673,43
27,pm10,Residual,0.0523539766966028,43
0,co2,Factor 0,0.019063732284897033,44
1,co,Factor 0,0.9997518777979219,44
2,no2,Factor 0,0.021622821287240163,44
3,o3,Factor 0,0.05342724343285488,44
4,pm1,Factor 0,0.021999791856945488,44
5,pm25,Factor 0,0.016834178871171387,44
6,pm10,Factor 0,0.017568881457498225,44
7,co2,Factor 1,0.9008662867866291,44
8,co,Factor 1,0.00020489821689150447,44
9,no2,Factor 1,0.22287720620800616,44
10,o3,Factor 1,0.5966504473415246,44
11,pm1,Factor 1,0.7221001332958273,44
12,pm25,Factor 1,0.7067321797076553,44
13,pm10,Factor 1,0.6919347605014473,44
14,co2,Factor 2,0.08008351028165345,44
15,co,Factor 2,4.280094600958161e-05,44
16,no2,Factor 2,0.7562516818699555,44
17,o3,Factor 2,0.25970868833428695,44
18,pm1,Factor 2,0.19949772037582653,44
19,pm25,Factor 2,0.21086274588827197,44
20,pm10,Factor 2,0.2246930618052865,44
21,co2,Residual,-1.3529353179553283e-05,44
22,co,Residual,4.230391770221331e-07,44
23,no2,Residual,-0.000751709365201858,44
24,o3,Residual,0.09021362089133356,44
25,pm1,Residual,0.05640235447140074,44
26,pm25,Residual,0.0655708955329013,44
27,pm10,Residual,0.06580329623576797,44
